att,v
11.00,6.34679508
11.50,7.11960220
11.50,7.11976004
11.50,7.12181234
11.50,7.11849737
11.50,7.12094402
11.50,7.11991787
11.50,7.12118101
11.50,7.11991787
12.00,7.98862553
12.00,7.98830986
12.00,7.98838854
12.00,7.99067783
12.00,7.98854685
12.00,7.99075651
12.00,7.98941469
12.00,7.98933601
12.50,8.96602058
12.50,8.96452045
12.50,8.96523094
12.50,8.96325779
12.50,8.96617794
12.50,8.96428394
12.50,8.96309948
12.50,8.96594143
13.00,10.02108192
13.00,10.02187157
13.00,10.02084541
13.00,10.02116108
13.00,10.02068806
13.00,10.02060890
13.00,10.02116108
13.00,10.02013493
