att,v
9.50,1.55761659
9.50,1.55777454
9.50,1.55785346
10.00,1.74775994
10.00,1.74760199
10.00,1.74760199
10.00,1.74760199
10.00,1.74760199
10.00,1.74775994
10.00,1.74760199
10.00,1.74768090
10.50,1.96102977
10.50,1.96095073
10.50,1.96087182
10.50,1.96110868
10.50,1.96079290
10.50,1.96087182
10.50,1.96095073
10.50,1.96110868
11.00,2.20168829
11.00,2.20137262
11.00,2.20216203
11.00,2.20145154
11.00,2.20200419
11.00,2.20160937
11.00,2.20113587
11.00,2.20097804
11.50,2.46957803
11.50,2.46965694
11.50,2.46965694
11.50,2.46981478
11.50,2.46965694
11.50,2.46981478
11.50,2.46949911
11.50,2.46981478
12.00,2.77077627
12.00,2.77069736
12.00,2.77101302
12.00,2.77109194
12.00,2.77038169
12.00,2.77085519
12.00,2.77053952
12.00,2.77053952
12.50,3.10820365
12.50,3.10851932
12.50,3.10883498
12.50,3.10922956
12.50,3.10804582
12.50,3.10851932
12.50,3.10812473
12.50,3.10804582
13.00,3.48754287
13.00,3.48699045
13.00,3.48801637
13.00,3.48714828
13.00,3.48785853
13.00,3.48714828
13.00,3.48754287
13.00,3.48738503
