att,v
5.5000,0.01038488
5.5000,0.01058218
5.5000,0.01077158
5.5000,0.01057428
6.0000,0.01106359
6.0000,0.01088996
6.0000,0.01094521
6.0000,0.01121354
6.0000,0.01133981
6.0000,0.01131613
6.0000,0.01077158
6.0000,0.01082683
6.5000,0.01167127
6.5000,0.01144240
6.5000,0.01160813
6.5000,0.01122932
6.5000,0.01122143
6.5000,0.01118986
6.5000,0.01158446
6.5000,0.01157657
7.0000,0.01195538
7.0000,0.01212901
7.0000,0.01197117
7.0000,0.01197117
7.0000,0.01222371
7.0000,0.01197117
7.0000,0.01210533
7.0000,0.01175019
7.5000,0.01234209
7.5000,0.01259463
7.5000,0.01268145
7.5000,0.01267355
7.5000,0.01245258
7.5000,0.01259463
7.5000,0.01253939
7.5000,0.01255517
8.0000,0.01343908
8.0000,0.01305237
8.0000,0.01303659
8.0000,0.01315497
8.0000,0.01302869
8.0000,0.01314707
8.0000,0.01338383
8.0000,0.01334437
8.5000,0.01400730
8.5000,0.01422038
8.5000,0.01419671
8.5000,0.01421249
8.5000,0.01411779
8.5000,0.01361270
8.5000,0.01362059
8.5000,0.01398362
9.0000,0.01481228
9.0000,0.01463866
9.0000,0.01466234
9.0000,0.01463866
9.0000,0.01464655
9.0000,0.01464655
9.0000,0.01459920
9.0000,0.01474126
9.5000,0.01582246
9.5000,0.01542786
9.5000,0.01538840
9.5000,0.01565673
9.5000,0.01579089
9.5000,0.01576721
9.5000,0.01553835
9.5000,0.01544364
10.0000,0.01679317
10.0000,0.01682474
10.0000,0.01702204
10.0000,0.01698258
10.0000,0.01671425
10.0000,0.01662744
10.0000,0.01678528
10.0000,0.01671425
10.5000,0.01795330
10.5000,0.01772443
10.5000,0.01776389
10.5000,0.01784281
10.5000,0.01788227
10.5000,0.01809535
10.5000,0.01796908
10.5000,0.01809535
11.0000,0.01908185
11.0000,0.01941332
11.0000,0.01912920
11.0000,0.01911342
11.0000,0.01878985
11.0000,0.01917656
11.0000,0.01898715
11.0000,0.01900293
11.5000,0.02089701
11.5000,0.02047873
11.5000,0.02050241
11.5000,0.02044717
11.5000,0.02070760
11.5000,0.02076285
11.5000,0.02076285
11.5000,0.02039981
12.0000,0.02219919
12.0000,0.02232546
12.0000,0.02231757
12.0000,0.02227811
12.0000,0.02200978
12.0000,0.02198611
12.0000,0.02199400
12.0000,0.02237281
12.5000,0.02383283
12.5000,0.02383283
12.5000,0.02391175
12.5000,0.02406959
12.5000,0.02417219
12.5000,0.02381705
12.5000,0.02383283
12.5000,0.02393543
13.0000,0.02605048
13.0000,0.02623200
13.0000,0.02644508
13.0000,0.02636616
13.0000,0.02614519
13.0000,0.02592421
13.0000,0.02595578
13.0000,0.02621621
